REPORT_ID,Total Cas,Total Fats,Total SI,Total MI,CSEF Severity,Licence Type,Number Occupants,Drugs Involved,Area Speed,Crash Type,Position Type,DayNight,DUI Involved,Weather Cond
2017-233-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,80,Rear End,Cross Road,Daylight,,Not Raining
2017-234-8/11/2018,2,0,0,2,2: MI,,0,,80,Right Angle,T-Junction,Daylight,,Not Raining
2017-235-8/11/2018,1,0,0,1,2: MI,Unknown,1,Y,50,Hit Parked Vehicle,Not Divided,Night,Y,Not Raining
2017-236-8/11/2018,0,0,0,0,1: PDO,,,,70,Side Swipe,Divided Road,Night,,Not Raining
2017-237-8/11/2018,1,0,0,1,2: MI,Full,5,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-238-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Right Angle,T-Junction,Daylight,,Not Raining
2017-239-8/11/2018,1,0,0,1,2: MI,Full,2,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-240-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-241-8/11/2018,1,0,0,1,2: MI,Probationary,2,,70,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-242-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Roll Over,Not Divided,Daylight,,Not Raining
2017-243-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-244-8/11/2018,0,0,0,0,1: PDO,Full,1,Y,100,Rear End,Not Divided,Daylight,,Not Raining
2017-245-8/11/2018,0,0,0,0,1: PDO,Full,5,,50,Right Angle,Not Divided,Daylight,,Not Raining
2017-246-8/11/2018,1,0,1,0,3: SI,Full,1,,110,Rear End,Not Divided,Daylight,,Not Raining
2017-247-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Side Swipe,Divided Road,Daylight,,Not Raining
2017-248-8/11/2018,1,0,0,1,2: MI,,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-249-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,60,Right Turn,T-Junction,Night,,Not Raining
2017-250-8/11/2018,3,1,0,2,4: Fatal,,,,100,Right Angle,Cross Road,Daylight,,Not Raining
2017-251-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Side Swipe,Not Divided,Daylight,,Not Raining
2017-252-8/11/2018,2,0,2,0,3: SI,Unknown,1,,80,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-253-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Fixed Object,T-Junction,Daylight,,Not Raining
2017-254-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Rear End,Divided Road,Daylight,,Not Raining
2017-255-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-256-8/11/2018,1,0,0,1,2: MI,,1,,60,Hit Pedestrian,T-Junction,Daylight,,Not Raining
2017-257-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-258-8/11/2018,2,0,0,2,2: MI,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-259-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-260-8/11/2018,0,0,0,0,1: PDO,,1,,60,Side Swipe,Cross Road,Daylight,,Not Raining
2017-261-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Turn,Cross Road,Daylight,,Not Raining
2017-262-8/11/2018,0,0,0,0,1: PDO,,,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-263-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Side Swipe,Freeway,Daylight,,Not Raining
2017-264-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Side Swipe,Divided Road,Night,,Not Raining
2017-265-8/11/2018,1,0,0,1,2: MI,Provisional 1 ,2,Y,70,Roll Over,Not Divided,Night,,Not Raining
2017-266-8/11/2018,0,0,0,0,1: PDO,,,,60,Roll Over,Not Divided,Night,,Not Raining
2017-267-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,100,Roll Over,Not Divided,Night,,Not Raining
2017-268-8/11/2018,1,0,0,1,2: MI,,,,60,Hit Parked Vehicle,Divided Road,Night,Y,Not Raining
2017-269-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-270-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Hit Fixed Object,Crossover,Daylight,Y,Not Raining
2017-271-8/11/2018,0,0,0,0,1: PDO,,,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-272-8/11/2018,1,0,0,1,2: MI,,,Y,50,Roll Over,Not Divided,Daylight,,Not Raining
2017-273-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Cross Road,Daylight,,Not Raining
2017-274-8/11/2018,0,0,0,0,1: PDO,,1,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-275-8/11/2018,1,0,0,1,2: MI,Unknown,4,,60,Side Swipe,T-Junction,Daylight,,Not Raining
2017-276-8/11/2018,1,0,0,1,2: MI,Full,2,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-277-8/11/2018,1,0,0,1,2: MI,Full,1,,100,Side Swipe,Not Divided,Daylight,,Not Raining
2017-278-8/11/2018,1,0,0,1,2: MI,,0,,50,Rear End,T-Junction,Daylight,,Not Raining
2017-279-8/11/2018,1,0,0,1,2: MI,,,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-280-8/11/2018,0,0,0,0,1: PDO,,,,60,Head On,Not Divided,Daylight,,Not Raining
2017-281-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-282-8/11/2018,1,0,0,1,2: MI,Full,1,,80,Rear End,Divided Road,Daylight,,Not Raining
2017-283-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Roll Over,Divided Road,Daylight,,Not Raining
2017-284-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Side Swipe,T-Junction,Daylight,,Not Raining
2017-285-8/11/2018,1,0,0,1,2: MI,Full,5,,50,Hit Pedestrian,Not Divided,Daylight,Y,Not Raining
2017-286-8/11/2018,1,0,0,1,2: MI,,,,60,Side Swipe,Not Divided,Daylight,,Not Raining
2017-287-8/11/2018,0,0,0,0,1: PDO,Learners,2,,50,Right Turn,Cross Road,Daylight,,Not Raining
2017-288-8/11/2018,11,0,1,10,3: SI,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-289-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-290-8/11/2018,0,0,0,0,1: PDO,Unlicenced,2,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-291-8/11/2018,0,0,0,0,1: PDO,,,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-292-8/11/2018,1,0,0,1,2: MI,Full,1,,110,Roll Over,Not Divided,Daylight,Y,Not Raining
2017-293-8/11/2018,0,0,0,0,1: PDO,Full,4,Y,110,Rear End,Not Divided,Daylight,,Not Raining
2017-294-8/11/2018,1,0,0,1,2: MI,Full,2,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-295-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-296-8/11/2018,1,0,1,0,3: SI,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-297-8/11/2018,0,0,0,0,1: PDO,Full,1,,70,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-298-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-299-8/11/2018,2,0,0,2,2: MI,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-300-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-301-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Turn,Not Divided,Daylight,,Not Raining
2017-302-8/11/2018,0,0,0,0,1: PDO,Learners,2,,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-303-8/11/2018,1,1,0,0,4: Fatal,Full,1,,10,Hit Pedestrian,Other,Night,,Not Raining
2017-304-8/11/2018,0,0,0,0,1: PDO,Provisional 2,2,,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-305-8/11/2018,0,0,0,0,1: PDO,,0,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-306-8/11/2018,1,0,0,1,2: MI,,,,80,Right Angle,Cross Road,Daylight,,Not Raining
2017-307-8/11/2018,3,0,0,3,2: MI,,1,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-308-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-309-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-310-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-311-8/11/2018,1,0,0,1,2: MI,Full,1,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-312-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-313-8/11/2018,2,0,0,2,2: MI,Full,3,,50,Rear End,T-Junction,Daylight,,Not Raining
2017-314-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,T-Junction,Night,,Not Raining
2017-315-8/11/2018,1,0,0,1,2: MI,Unknown,1,,40,Rear End,Cross Road,Daylight,,Not Raining
2017-316-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-317-8/11/2018,1,0,0,1,2: MI,,,,80,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-318-8/11/2018,0,0,0,0,1: PDO,Full,4,,60,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-319-8/11/2018,0,0,0,0,1: PDO,,,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-320-8/11/2018,1,0,1,0,3: SI,Full,1,,50,Right Angle,Divided Road,Daylight,,Not Raining
2017-321-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Turn,Cross Road,Daylight,,Not Raining
2017-322-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Turn,T-Junction,Night,,Not Raining
2017-323-8/11/2018,0,0,0,0,1: PDO,Probationary,1,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-324-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-325-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-326-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-327-8/11/2018,1,0,0,1,2: MI,Full,1,,100,Side Swipe,Cross Road,Daylight,,Not Raining
2017-328-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Side Swipe,Not Divided,Night,,Raining
2017-329-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,Cross Road,Night,,Not Raining
2017-330-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,Divided Road,Night,,Raining
2017-331-8/11/2018,0,0,0,0,1: PDO,Unlicenced,1,,60,Rear End,Pedestrian Crossing,Night,,Not Raining
2017-332-8/11/2018,0,0,0,0,1: PDO,Full,1,Y,50,Hit Fixed Object,Not Divided,Night,Y,Not Raining
2017-333-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,Divided Road,Night,,Raining
2017-334-8/11/2018,0,0,0,0,1: PDO,,,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-335-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Right Angle,Cross Road,Night,,Raining
2017-336-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Right Turn,Cross Road,Daylight,,Raining
2017-337-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-338-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-339-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Cross Road,Daylight,,Raining
2017-340-8/11/2018,0,0,0,0,1: PDO,Full,3,,50,Hit Parked Vehicle,Not Divided,Daylight,,Unknown
2017-341-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-342-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Rear End,Not Divided,Daylight,,Not Raining
2017-343-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,Cross Road,Daylight,,Raining
2017-344-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Hit Fixed Object,Not Divided,Daylight,,Raining
2017-345-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Head On,Not Divided,Daylight,,Raining
2017-346-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,60,Hit Fixed Object,Cross Road,Daylight,,Raining
2017-347-8/11/2018,1,0,1,0,3: SI,Full,1,,80,Hit Fixed Object,Not Divided,Daylight,,Raining
2017-348-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Hit Fixed Object,Not Divided,Daylight,,Raining
2017-349-8/11/2018,0,0,0,0,1: PDO,,,,60,Side Swipe,T-Junction,Daylight,,Raining
2017-350-8/11/2018,3,1,0,2,4: Fatal,Full,1,Y,110,Head On,Not Divided,Night,Y,Not Raining
2017-351-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Rear End,Not Divided,Night,,Not Raining
2017-352-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Freeway,Daylight,,Raining
2017-353-8/11/2018,1,0,1,0,3: SI,,0,,60,Hit Pedestrian,Divided Road,Daylight,,Raining
2017-354-8/11/2018,0,0,0,0,1: PDO,,0,,70,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-355-8/11/2018,3,0,0,3,2: MI,Full,2,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-356-8/11/2018,1,0,0,1,2: MI,,,,100,Hit Fixed Object,Not Divided,Daylight,,Raining
2017-357-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,T-Junction,Daylight,,Raining
2017-358-8/11/2018,1,0,0,1,2: MI,Full,2,,60,Right Turn,Not Divided,Daylight,,Raining
2017-359-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Cross Road,Daylight,,Raining
2017-360-8/11/2018,0,0,0,0,1: PDO,,,,90,Rear End,Not Divided,Daylight,,Not Raining
2017-361-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Cross Road,Daylight,,Raining
2017-362-8/11/2018,0,0,0,0,1: PDO,Unknown,2,,60,Rear End,Pedestrian Crossing,Daylight,,Not Raining
2017-363-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-364-8/11/2018,1,0,0,1,2: MI,Full,2,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-365-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Right Angle,Cross Road,Daylight,,Raining
2017-366-8/11/2018,0,0,0,0,1: PDO,,,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-367-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,50,Right Turn,Cross Road,Daylight,,Not Raining
2017-368-8/11/2018,1,0,0,1,2: MI,Unknown,2,,90,Rear End,Not Divided,Daylight,,Not Raining
2017-369-8/11/2018,0,0,0,0,1: PDO,,0,,110,Right Angle,T-Junction,Daylight,,Not Raining
2017-370-8/11/2018,1,0,1,0,3: SI,,1,,80,Rear End,Divided Road,Daylight,,Not Raining
2017-371-8/11/2018,0,0,0,0,1: PDO,Full,3,,70,Rear End,T-Junction,Daylight,,Not Raining
2017-372-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-373-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-374-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-375-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-376-8/11/2018,0,0,0,0,1: PDO,,,,70,Rear End,Divided Road,Daylight,,Raining
2017-377-8/11/2018,2,0,0,2,2: MI,Unknown,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-378-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-379-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-380-8/11/2018,0,0,0,0,1: PDO,,,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-381-8/11/2018,1,0,0,1,2: MI,Full,2,,50,Rear End,Cross Road,Night,,Not Raining
2017-382-8/11/2018,1,0,1,0,3: SI,Full,1,,25,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-383-8/11/2018,0,0,0,0,1: PDO,Full,1,,25,Hit Object on Road,Not Divided,Night,,Not Raining
2017-384-8/11/2018,1,0,0,1,2: MI,Full,1,,100,Hit Fixed Object,Not Divided,Night,Y,Not Raining
2017-385-8/11/2018,0,0,0,0,1: PDO,Full,1,,90,Rear End,T-Junction,Daylight,,Not Raining
2017-386-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-387-8/11/2018,1,0,0,1,2: MI,Provisional 2,1,,50,Rear End,Cross Road,Daylight,,Not Raining
2017-388-8/11/2018,1,0,0,1,2: MI,,,,70,Side Swipe,Divided Road,Daylight,,Not Raining
2017-389-8/11/2018,1,0,0,1,2: MI,Full,2,,50,Rear End,Divided Road,Daylight,,Not Raining
2017-390-8/11/2018,0,0,0,0,1: PDO,,,,80,Head On,Not Divided,Daylight,,Not Raining
2017-391-8/11/2018,1,0,0,1,2: MI,,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-392-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Rail Xing,Daylight,,Not Raining
2017-393-8/11/2018,0,0,0,0,1: PDO,Full,2,,40,Side Swipe,Divided Road,Daylight,,Not Raining
2017-394-8/11/2018,0,0,0,0,1: PDO,Full,1,,70,Rear End,T-Junction,Daylight,,Not Raining
2017-395-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-396-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-397-8/11/2018,1,0,1,0,3: SI,,,,90,Roll Over,Not Divided,Daylight,,Not Raining
2017-398-8/11/2018,0,0,0,0,1: PDO,Full,4,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-399-8/11/2018,1,0,0,1,2: MI,Full,4,Y,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-400-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-401-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,60,Right Angle,Multiple,Daylight,,Not Raining
2017-402-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Daylight,Y,Not Raining
2017-403-8/11/2018,0,0,0,0,1: PDO,,,,50,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-404-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Rear End,Not Divided,Night,,Not Raining
2017-405-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Hit Fixed Object,T-Junction,Night,Y,Not Raining
2017-406-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,Not Divided,Daylight,,Not Raining
2017-407-8/11/2018,1,0,0,1,2: MI,,0,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-408-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,100,Hit Animal,Not Divided,Night,,Not Raining
2017-409-8/11/2018,1,0,0,1,2: MI,,0,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-410-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-411-8/11/2018,0,0,0,0,1: PDO,Full,2,,110,Roll Over,Not Divided,Daylight,,Not Raining
2017-412-8/11/2018,1,0,1,0,3: SI,Full,1,,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-413-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-414-8/11/2018,0,0,0,0,1: PDO,Unlicenced,1,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-415-8/11/2018,0,0,0,0,1: PDO,,,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-416-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-417-8/11/2018,1,0,0,1,2: MI,Full,1,Y,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-418-8/11/2018,1,0,1,0,3: SI,Provisional 2,1,,60,Roll Over,Divided Road,Daylight,,Not Raining
2017-419-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,2,,50,Hit Parked Vehicle,T-Junction,Night,,Not Raining
2017-420-8/11/2018,2,0,0,2,2: MI,Full,1,,80,Right Turn,Cross Road,Night,,Not Raining
2017-421-8/11/2018,2,0,0,2,2: MI,Full,2,,60,Hit Fixed Object,T-Junction,Daylight,Y,Not Raining
2017-422-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-423-8/11/2018,2,0,0,2,2: MI,Full,2,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-424-8/11/2018,0,0,0,0,1: PDO,Unlicenced,1,,50,Right Turn,Cross Road,Daylight,,Not Raining
2017-425-8/11/2018,0,0,0,0,1: PDO,,,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-426-8/11/2018,1,0,1,0,3: SI,Full,2,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-427-8/11/2018,0,0,0,0,1: PDO,Probationary,2,,60,Side Swipe,T-Junction,Daylight,,Not Raining
2017-428-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Rear End,T-Junction,Daylight,,Not Raining
2017-429-8/11/2018,1,0,0,1,2: MI,Provisional 2,3,,50,Head On,Not Divided,Daylight,,Not Raining
2017-430-8/11/2018,1,0,0,1,2: MI,,,,20,Hit Object on Road,Divided Road,Night,,Not Raining
2017-431-8/11/2018,3,0,0,3,2: MI,Full,2,,80,Rear End,Divided Road,Night,,Not Raining
2017-432-8/11/2018,0,0,0,0,1: PDO,Full,2,,80,Rear End,Not Divided,Daylight,,Not Raining
2017-433-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-434-8/11/2018,0,0,0,0,1: PDO,,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-435-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-436-8/11/2018,0,0,0,0,1: PDO,,,,90,Right Turn,T-Junction,Daylight,,Not Raining
2017-437-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-438-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Rear End,Pedestrian Crossing,Daylight,,Not Raining
2017-439-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-440-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-441-8/11/2018,0,0,0,0,1: PDO,Full,1,,40,Rear End,Not Divided,Daylight,,Not Raining
2017-442-8/11/2018,0,0,0,0,1: PDO,Learners,1,,100,Hit Fixed Object,Divided Road,Daylight,,Raining
2017-443-8/11/2018,1,0,0,1,2: MI,,0,Y,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-444-8/11/2018,1,0,0,1,2: MI,Unknown,1,,80,Right Angle,T-Junction,Daylight,,Not Raining
2017-445-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,100,Hit Animal,Not Divided,Night,,Unknown
2017-446-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-447-8/11/2018,1,0,0,1,2: MI,,,,50,Hit Pedestrian,T-Junction,Daylight,,Raining
2017-448-8/11/2018,0,0,0,0,1: PDO,Unknown,2,,60,Right Angle,Divided Road,Daylight,,Not Raining
2017-449-8/11/2018,0,0,0,0,1: PDO,,,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-450-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Side Swipe,Cross Road,Daylight,,Not Raining
2017-451-8/11/2018,2,0,0,2,2: MI,,,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-452-8/11/2018,0,0,0,0,1: PDO,,,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-453-8/11/2018,1,0,0,1,2: MI,Provisional 2,3,,50,Side Swipe,Cross Road,Daylight,,Not Raining
2017-454-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-455-8/11/2018,2,0,2,0,3: SI,Probationary,1,Y,80,Head On,Not Divided,Daylight,,Not Raining
2017-456-8/11/2018,1,0,0,1,2: MI,,,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-457-8/11/2018,1,0,1,0,3: SI,Full,1,,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-458-8/11/2018,2,0,0,2,2: MI,Full,1,,80,Rear End,Divided Road,Daylight,,Not Raining
2017-459-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Not Divided,Daylight,,Not Raining
2017-460-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Right Angle,Not Divided,Daylight,,Not Raining
2017-461-8/11/2018,2,0,2,0,3: SI,Full,4,,80,Head On,Not Divided,Daylight,,Not Raining
2017-462-8/11/2018,0,0,0,0,1: PDO,Probationary,1,,50,Rear End,Not Divided,Night,,Not Raining
2017-463-8/11/2018,0,0,0,0,1: PDO,Full,2,Y,50,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-464-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Roll Over,Not Divided,Daylight,,Not Raining
2017-465-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,100,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-466-8/11/2018,2,0,0,2,2: MI,Provisional 2,1,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-467-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-468-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-469-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
